,PM10_1
8086,18.0
8087,19.0
8088,17.0
8089,14.0
8090,14.0
8091,15.0
8092,17.0
8093,17.0
8094,15.0
8095,15.0
8096,15.0
8097,10.0
8098,13.0
8099,15.0
8100,7.0
8101,10.0
8102,12.0
8103,9.0
8104,10.0
8105,8.0
8106,10.0
8107,10.0
8108,10.0
8109,9.0
8110,8.0
8111,9.0
8112,11.0
8113,12.0
8114,8.0
8115,6.0
8116,5.0
8117,7.0
8118,7.0
8119,9.0
8120,7.0
8121,6.0
8122,6.0
8123,9.0
8124,6.0
8125,5.0
8126,5.0
8127,4.0
8128,7.0
8129,9.0
8130,10.0
8131,10.0
8132,8.0
8133,10.0
8134,7.0
8135,6.0
8136,6.0
8137,8.0
8138,6.0
8139,5.0
8140,4.0
8141,7.0
8142,5.0
8143,7.0
8144,5.0
8145,5.0
8146,8.0
8147,5.0
8148,3.0
8149,6.0
8150,7.0
8151,12.0
8152,8.0
8153,8.0
8154,9.0
8155,11.0
8156,10.0
8157,11.0
8158,12.0
8159,12.0
8160,11.0
8161,10.0
8162,10.0
8163,10.0
8164,8.0
8165,11.0
8166,10.0
8167,12.0
8168,12.0
8169,13.0
8170,16.0
8171,19.0
8172,16.0
8173,15.0
8174,15.0
8175,17.0
8176,16.0
8177,13.0
8178,17.0
8179,20.0
8180,20.0
8181,25.0
8182,18.0
8183,16.0
8184,12.0
8185,12.0
8186,9.0
8187,10.0
8188,9.0
8189,7.0
8190,7.0
8191,7.0
8192,5.0
8193,9.0
8194,8.0
8195,9.0
8196,9.0
8197,10.0
8198,6.0
8199,6.0
8200,4.0
8201,4.0
8202,3.0
8203,5.0
8204,4.0
8205,5.0
8206,3.0
8207,3.0
8208,3.0
8209,3.0
8210,3.0
8211,3.0
8212,3.0
8213,3.0
8214,3.0
8215,3.0
8216,3.0
8217,3.0
8218,4.0
8219,9.0
8220,15.0
8221,14.0
8222,3.0
8223,10.0
8224,14.0
8225,18.0
8226,14.0
8227,16.0
8228,19.0
8229,20.0
8230,15.0
8231,13.0
8232,18.0
8233,22.0
8234,19.0
8235,19.0
8236,22.0
8237,23.0
8238,21.0
8239,24.0
8240,23.0
8241,28.0
8242,29.0
8243,38.0
8244,27.0
8245,23.0
8246,21.0
8247,21.0
8248,21.0
8249,23.0
8250,27.0
8251,31.0
8252,48.0
8253,50.0
8254,42.0
8255,31.0
8256,29.0
8257,35.0
8258,35.0
8259,27.0
8260,31.0
8261,40.0
8262,29.0
8263,38.92536106296938
8264,30.0
8265,35.0
8266,38.0
8267,40.0
8268,33.0
8269,35.0
8270,32.0
8271,34.0
8272,30.0
8273,29.0
8274,26.0
8275,26.0
8276,27.0
8277,30.0
8278,23.0
8279,22.0
8280,20.0
8281,21.0
8282,20.0
8283,22.0
8284,22.0
8285,24.0
8286,23.0
8287,23.0
8288,23.0
8289,28.0
8290,34.0
8291,35.0
8292,38.0
8293,38.0
8294,37.0
8295,35.0
8296,38.0
8297,44.0
8298,37.0
8299,26.0
8300,22.0
8301,23.0
8302,24.0
8303,21.0
8304,22.0
8305,24.0
8306,23.0
8307,28.0
8308,26.0
8309,23.0
8310,20.0
8311,22.0
8312,16.0
8313,14.0
8314,20.0
8315,16.0
8316,10.0
8317,14.0
8318,16.0
8319,16.0
8320,15.0
8321,12.0
8322,12.0
8323,13.0
8324,16.0
8325,19.0
8326,18.0
8327,18.0
8328,20.0
8329,24.0
8330,23.0
8331,20.0
8332,22.0
8333,24.0
8334,19.0
8335,21.0
8336,22.0
8337,24.0
8338,29.0
8339,29.0
8340,28.0
8341,22.0
8342,23.0
8343,29.0
8344,28.0
8345,29.0
8346,27.0
8347,28.0
8348,30.0
8349,30.0
8350,23.0
8351,21.0
8352,22.0
8353,20.0
8354,21.0
8355,24.0
8356,22.0
8357,24.0
8358,24.0
8359,26.0
8360,23.0
8361,23.0
8362,23.0
8363,25.0
8364,13.0
8365,16.0
8366,17.0
8367,17.0
8368,17.0
8369,17.0
8370,19.0
8371,22.0
8372,20.0
8373,19.0
8374,16.0
8375,12.0
8376,11.0
8377,10.0
8378,8.0
8379,11.0
8380,7.0
8381,8.0
8382,8.0
8383,10.0
8384,10.0
8385,11.0
8386,14.0
8387,16.0
8388,19.0
8389,17.0
8390,16.0
8391,18.0
8392,19.0
8393,22.0
8394,16.0
8395,15.0
8396,12.0
8397,11.0
8398,9.0
8399,8.0
8400,12.0
8401,11.0
8402,7.0
8403,7.0
8404,6.0
8405,7.0
8406,9.0
8407,6.0
8408,4.0
8409,3.0
8410,6.0
8411,9.0
8412,9.0
8413,11.0
8414,9.0
8415,9.0
8416,8.0
8417,11.0
8418,11.0
8419,12.0
8420,11.0
8421,12.0
8422,14.0
8423,15.0
8424,10.0
8425,10.0
8426,8.0
8427,8.0
8428,8.0
8429,9.0
8430,8.0
8431,9.0
8432,9.0
8433,12.0
8434,9.0
8435,12.0
8436,12.0
8437,12.0
8438,11.0
8439,10.0
8440,9.0
8441,11.0
8442,9.0
8443,10.0
8444,9.0
8445,7.0
8446,7.0
8447,5.0
8448,7.0
8449,8.0
8450,8.0
8451,9.0
8452,8.0
8453,9.0
8454,7.0
8455,8.0
8456,9.0
8457,15.0
8458,5.0
8459,4.0
8460,4.0
8461,6.0
8462,5.0
8463,4.0
8464,6.0
8465,6.0
8466,10.0
8467,14.0
8468,16.0
8469,13.0
8470,13.0
8471,12.0
8472,13.0
8473,16.0
8474,10.0
8475,8.0
8476,7.0
8477,8.0
8478,7.0
8479,9.0
8480,6.0
8481,6.0
8482,9.0
8483,7.0
8484,12.0
8485,12.0
8486,11.0
8487,8.0
8488,8.0
8489,7.0
8490,9.0
8491,6.0
8492,6.0
8493,8.0
8494,6.0
8495,7.0
8496,10.0
8497,11.0
8498,9.0
8499,7.0
8500,7.0
8501,6.0
8502,8.0
8503,10.0
8504,8.0
8505,7.0
8506,7.0
8507,10.0
8508,7.0
8509,11.0
8510,9.0
8511,12.0
8512,11.0
8513,5.0
8514,12.0
8515,16.0
8516,12.0
8517,12.0
8518,12.0
8519,13.0
8520,15.0
8521,16.0
8522,28.0
8523,18.0
8524,14.0
8525,15.0
8526,14.0
8527,14.0
8528,6.0
8529,9.0
8530,8.0
8531,8.0
8532,12.0
8533,14.0
8534,17.0
8535,18.0
8536,18.0
8537,19.0
8538,20.0
8539,22.0
8540,19.0
8541,15.0
8542,17.0
8543,15.0
8544,10.0
8545,8.0
8546,4.0
8547,3.0
8548,5.0
8549,4.0
8550,6.0
8551,6.0
8552,8.0
8553,9.0
8554,10.0
8555,20.0
8556,14.0
8557,13.0
8558,11.0
8559,13.0
8560,9.0
8561,8.0
8562,11.0
8563,14.0
8564,13.0
8565,15.0
8566,12.0
8567,12.0
8568,10.0
8569,9.0
8570,10.0
8571,12.0
8572,11.0
8573,13.0
8574,13.0
8575,13.0
8576,9.0
8577,10.0
8578,12.0
8579,17.0
8580,18.0
8581,14.0
8582,38.92536106296938
8583,38.92536106296938
8584,38.92536106296938
8585,38.92536106296938
8586,38.92536106296938
8587,38.92536106296938
8588,38.92536106296938
8589,38.92536106296938
8590,38.92536106296938
8591,38.92536106296938
8592,38.92536106296938
8593,38.92536106296938
8594,38.92536106296938
8595,38.92536106296938
8596,38.92536106296938
8597,38.92536106296938
8598,38.92536106296938
8599,38.92536106296938
8600,38.92536106296938
8601,38.92536106296938
8602,38.92536106296938
8603,38.92536106296938
8604,38.92536106296938
8605,38.92536106296938
8606,38.92536106296938
8607,38.92536106296938
8608,38.92536106296938
8609,38.92536106296938
8610,13.0
8611,16.0
8612,12.0
8613,9.0
8614,5.0
8615,5.0
8616,3.0
8617,3.0
8618,3.0
8619,3.0
8620,3.0
8621,6.0
8622,4.0
8623,4.0
8624,4.0
8625,7.0
8626,7.0
8627,7.0
8628,7.0
8629,9.0
8630,9.0
8631,10.0
8632,7.0
8633,6.0
8634,6.0
8635,5.0
8636,4.0
8637,3.0
8638,4.0
8639,3.0
8640,3.0
8641,3.0
8642,3.0
8643,3.0
8644,3.0
8645,3.0
8646,4.0
8647,4.0
8648,4.0
8649,4.0
8650,3.0
8651,3.0
8652,4.0
8653,5.0
8654,3.0
8655,8.0
8656,5.0
8657,10.0
8658,5.0
8659,8.0
8660,6.0
8661,7.0
8662,5.0
8663,6.0
8664,4.0
8665,3.0
8666,3.0
8667,5.0
8668,3.0
8669,4.0
8670,3.0
8671,7.0
8672,5.0
8673,7.0
8674,6.0
8675,10.0
8676,38.92536106296938
8677,38.92536106296938
8678,38.92536106296938
8679,38.92536106296938
8680,15.0
8681,14.0
8682,13.0
8683,13.0
8684,12.0
8685,12.0
8686,9.0
8687,9.0
8688,7.0
8689,6.0
8690,6.0
8691,7.0
8692,5.0
8693,6.0
8694,6.0
8695,6.0
8696,7.0
8697,10.0
8698,10.0
8699,12.0
8700,8.0
8701,13.0
8702,10.0
8703,12.0
8704,12.0
8705,15.0
8706,17.0
8707,18.0
8708,14.0
8709,13.0
8710,15.0
8711,17.0
8712,13.0
8713,13.0
8714,11.0
8715,10.0
8716,10.0
8717,13.0
8718,13.0
8719,14.0
8720,14.0
8721,22.0
8722,17.0
8723,8.0
8724,5.0
8725,9.0
8726,8.0
8727,8.0
8728,12.0
8729,11.0
8730,10.0
8731,11.0
8732,15.0
8733,18.0
8734,15.0
8735,14.0
8736,11.0
8737,13.0
8738,13.0
8739,14.0
8740,15.0
8741,14.0
8742,11.0
8743,14.0
8744,11.0
8745,11.0
8746,8.0
8747,7.0
8748,12.0
8749,17.0
8750,16.0
8751,22.0
8752,24.0
8753,32.0
8754,33.0
8755,36.0
8756,35.0
8757,34.0
8758,30.0
8759,33.0
